Mã đơn hàng,Ngày tạo đơn,order_date,order_hour,order_weekday,Siêu thị,Số chuyến,Giá trị đơn hàng,Tổng phí trả tài xế,profit,fee_ratio,total_process_time,delay_assign,delay_arrive_store,delay_pickup,multi_trip,is_completed,sla_30m,delivery_speed_cat
92216/18,2023-03-02,2023-03-02,7,Thursday,CX Sư Vạn Hạnh,1,5654000,24000.0,5630000.0,0.004244782454899187,235.85,1.1666666666666667,28.7,0.0,0,1,0,slow
01372/20,2023-03-02,2023-03-02,7,Thursday,CX Sư Vạn Hạnh,1,3215000,32000.0,3183000.0,0.009953343701399688,235.38333333333333,1.1833333333333333,29.25,0.0,0,1,0,slow
92128/18,2023-03-02,2023-03-02,7,Thursday,CX Sư Vạn Hạnh,1,2000000,16000.0,1984000.0,0.008,234.98333333333332,1.2,29.916666666666668,0.0,0,1,0,slow
2128/18,2023-03-02,2023-03-02,7,Thursday,CX Sư Vạn Hạnh,1,2467600,24000.0,2443600.0,0.009726049602852975,234.51666666666668,1.2166666666666666,30.7,0.0,0,1,0,slow
87879/19,2023-03-03,2023-03-03,20,Friday,CX Sư Vạn Hạnh,1,1216200,24000.0,1192200.0,0.01973359644795264,24.333333333333332,0.16666666666666666,2.0166666666666666,0.0,0,1,1,fast
75384/15,2023-03-03,2023-03-03,19,Friday,CX Sư Vạn Hạnh,1,1859490,8000.0,1851490.0,0.004302254919359609,37.1,0.2,27.133333333333333,0.0,0,1,0,normal
92387/18,2023-03-03,2023-03-03,19,Friday,CX Sư Vạn Hạnh,1,1946900,8000.0,1938900.0,0.004109096512404335,37.85,0.18333333333333332,27.866666666666667,0.0,0,1,0,normal
"51512/21,75552/15",2023-03-03,2023-03-03,18,Friday,CX Sư Vạn Hạnh,1,1044500,8000.0,1036500.0,0.007659167065581618,92.26666666666667,0.18333333333333332,2.45,0.0,0,1,0,slow
03062/12,2023-03-03,2023-03-03,18,Friday,CX Sư Vạn Hạnh,1,901050,8000.0,893050.0,0.008878530603185173,68.66666666666667,0.7,4.7,0.0,0,1,0,slow
60098/11,2023-03-03,2023-03-03,18,Friday,CX Sư Vạn Hạnh,1,619770,8000.0,611770.0,0.012908014263355761,101.4,0.7166666666666667,4.933333333333334,0.0,0,1,0,slow
"51510/21,75542/15",2023-03-03,2023-03-03,18,Friday,CX Sư Vạn Hạnh,1,507500,8000.0,499500.0,0.015763546798029555,77.21666666666667,0.7333333333333333,5.2,0.0,0,1,0,slow
75530/15,2023-03-03,2023-03-03,18,Friday,CX Sư Vạn Hạnh,1,915343,8000.0,907343.0,0.008739893132956717,39.25,0.75,5.416666666666667,0.0,0,1,0,normal
03086/12,2023-03-03,2023-03-03,18,Friday,CX Sư Vạn Hạnh,1,1161200,8000.0,1153200.0,0.006889424733034792,69.1,0.7833333333333333,5.716666666666667,0.0,0,1,0,slow
75547/15,2023-03-03,2023-03-03,18,Friday,CX Sư Vạn Hạnh,1,1013100,8000.0,1005100.0,0.007896555127825486,105.36666666666666,0.8,6.083333333333333,0.0,0,1,0,slow
97386/17,2023-03-03,2023-03-03,16,Friday,CX Sư Vạn Hạnh,1,304600,8000.0,296600.0,0.026263952724885097,23.316666666666666,0.4,6.583333333333333,0.0,0,1,1,fast
97385/17,2023-03-03,2023-03-03,16,Friday,CX Sư Vạn Hạnh,1,300000,8000.0,292000.0,0.02666666666666667,61.0,0.4166666666666667,6.316666666666666,0.0,0,1,0,slow
02857/12,2023-03-03,2023-03-03,16,Friday,CX Sư Vạn Hạnh,1,448000,8000.0,440000.0,0.017857142857142856,200.75,0.43333333333333335,6.05,0.0,0,1,0,slow
90652/14,2023-03-03,2023-03-03,16,Friday,CX Sư Vạn Hạnh,1,489500,8000.0,481500.0,0.01634320735444331,190.1,0.45,5.766666666666667,0.0,0,1,0,slow
"51486/21,90664/14",2023-03-03,2023-03-03,16,Friday,CX Sư Vạn Hạnh,1,1641500,16000.0,1625500.0,0.009747182455071581,134.16666666666666,0.48333333333333334,5.533333333333333,0.0,0,1,0,slow
"51483/21,03026/12",2023-03-03,2023-03-03,16,Friday,CX Sư Vạn Hạnh,1,1568500,16000.0,1552500.0,0.010200828817341408,33.733333333333334,0.5,5.283333333333333,0.0,0,1,0,normal
92562/18,2023-03-03,2023-03-03,16,Friday,CX Sư Vạn Hạnh,1,577900,8000.0,569900.0,0.013843225471534867,190.55,0.5166666666666667,5.016666666666667,0.0,0,1,0,slow
"51485/21,75472/15,51488/21",2023-03-03,2023-03-03,16,Friday,CX Sư Vạn Hạnh,1,1074200,8000.0,1066200.0,0.007447402718301992,190.88333333333333,0.5333333333333333,4.75,0.0,0,1,0,slow
03196/16,2023-03-03,2023-03-03,16,Friday,CX Sư Vạn Hạnh,1,590620,8000.0,582620.0,0.013545088212386983,85.15,0.55,4.466666666666667,0.0,0,1,0,slow
97410/17,2023-03-03,2023-03-03,14,Friday,CX Sư Vạn Hạnh,2,691000,16000.0,675000.0,0.023154848046309694,58.46666666666667,0.23333333333333334,0.9666666666666667,0.0,1,1,0,slow
92516/18+90549/14,2023-03-03,2023-03-03,13,Friday,CX Sư Vạn Hạnh,1,510501,8000.0,502501.0,0.015670880174573604,95.33333333333333,0.26666666666666666,4.35,0.0,0,1,0,slow
97396/17,2023-03-03,2023-03-03,13,Friday,CX Sư Vạn Hạnh,1,1960000,16000.0,1944000.0,0.00816326530612245,39.083333333333336,0.2833333333333333,4.066666666666666,0.0,0,1,0,normal
90599/14,2023-03-03,2023-03-03,13,Friday,CX Sư Vạn Hạnh,1,1620300,16000.0,1604300.0,0.009874714559032279,17.466666666666665,0.38333333333333336,5.95,0.0,0,1,1,fast
97377/17+02941/12,2023-03-03,2023-03-03,13,Friday,CX Sư Vạn Hạnh,1,1979400,16000.0,1963400.0,0.008083257552793776,98.91666666666667,0.4,5.616666666666666,0.0,0,1,0,slow
02854/12,2023-03-03,2023-03-03,13,Friday,CX Sư Vạn Hạnh,1,530900,16000.0,514900.0,0.030137502354492373,108.36666666666666,0.4166666666666667,5.35,0.0,0,1,0,slow
90410/14,2023-03-03,2023-03-03,13,Friday,CX Sư Vạn Hạnh,1,721600,16000.0,705600.0,0.022172949002217297,98.41666666666667,0.43333333333333335,5.066666666666666,0.0,0,1,0,slow
97383/17,2023-03-03,2023-03-03,13,Friday,CX Sư Vạn Hạnh,2,3151767,32000.0,3119767.0,0.01015303478969099,121.91666666666667,0.45,4.7,0.0,1,1,0,slow
75358/15,2023-03-02,2023-03-02,20,Thursday,CX Sư Vạn Hạnh,1,2762000,24000.0,2738000.0,0.008689355539464157,11.3,0.7,0.7333333333333333,0.0,0,1,1,very_fast
02771/12,2023-03-02,2023-03-02,20,Thursday,CX Sư Vạn Hạnh,1,2174000,24000.0,2150000.0,0.011039558417663294,30.533333333333335,0.7166666666666667,11.05,0.0,0,1,0,normal
13172/13,2023-03-02,2023-03-02,19,Thursday,CX Sư Vạn Hạnh,1,907600,8000.0,899600.0,0.00881445570736007,34.583333333333336,0.45,1.5666666666666667,0.0,0,1,0,normal
75313/15,2023-03-02,2023-03-02,19,Thursday,CX Sư Vạn Hạnh,1,435801,24000.0,411801.0,0.05507100717988256,10.166666666666666,0.4666666666666667,1.2166666666666666,0.0,0,1,1,very_fast
02754/12,2023-03-02,2023-03-02,19,Thursday,CX Sư Vạn Hạnh,1,960392,8000.0,952392.0,0.008329931944456014,34.86666666666667,0.48333333333333334,0.9333333333333333,0.0,0,1,0,normal
12816/13,2023-03-02,2023-03-02,19,Thursday,CX Sư Vạn Hạnh,1,1610773,16000.0,1594773.0,0.009933119067677444,94.01666666666667,0.5,0.65,0.0,0,1,0,slow
75278/15,2023-03-02,2023-03-02,17,Thursday,CX Sư Vạn Hạnh,1,638229,16000.0,622229.0,0.025069371651867903,51.96666666666667,0.5833333333333334,1.1666666666666667,0.0,0,1,0,slow
90433/14,2023-03-02,2023-03-02,17,Thursday,CX Sư Vạn Hạnh,1,809300,16000.0,793300.0,0.019770171753367108,73.21666666666667,0.6166666666666667,0.8166666666666667,0.0,0,1,0,slow
2948/16,2023-03-02,2023-03-02,17,Thursday,CX Sư Vạn Hạnh,1,3625900,32000.0,3593900.0,0.008825395074326375,58.8,6.85,0.5333333333333333,0.0,0,1,0,slow
02683/12,2023-03-02,2023-03-02,16,Thursday,CX Sư Vạn Hạnh,1,968443,8000.0,960443.0,0.008260682353014064,41.6,0.5666666666666667,0.9833333333333333,0.0,0,1,0,normal
87716/19,2023-03-02,2023-03-02,16,Thursday,CX Sư Vạn Hạnh,1,533800,8000.0,525800.0,0.014986886474334956,44.083333333333336,0.5333333333333333,3.45,0.0,0,1,0,normal
90420/14,2023-03-02,2023-03-02,16,Thursday,CX Sư Vạn Hạnh,1,2135100,24000.0,2111100.0,0.011240691302515104,148.5,0.55,3.183333333333333,0.0,0,1,0,slow
90419/14,2023-03-02,2023-03-02,16,Thursday,CX Sư Vạn Hạnh,1,995000,8000.0,987000.0,0.008040201005025126,149.0,0.5666666666666667,2.9166666666666665,0.0,0,1,0,slow
13068/13,2023-03-02,2023-03-02,16,Thursday,CX Sư Vạn Hạnh,1,1040444,8000.0,1032444.0,0.007689025070066241,97.08333333333333,0.7666666666666667,11.233333333333333,0.0,0,1,0,slow
01515/20,2023-03-02,2023-03-02,16,Thursday,CX Sư Vạn Hạnh,1,471300,8000.0,463300.0,0.016974326331423723,97.46666666666667,0.7833333333333333,10.95,0.0,0,1,0,slow
92135/18,2023-03-02,2023-03-02,16,Thursday,CX Sư Vạn Hạnh,1,633900,8000.0,625900.0,0.012620287111531788,52.5,0.8,10.7,0.0,0,1,0,slow
90366/14,2023-03-02,2023-03-02,14,Thursday,CX Sư Vạn Hạnh,1,2045650,16000.0,2029650.0,0.007821474836848924,37.38333333333333,0.25,4.216666666666667,0.0,0,1,0,normal
97206/17,2023-03-02,2023-03-02,14,Thursday,CX Sư Vạn Hạnh,1,428150,8000.0,420150.0,0.018685040289618125,32.63333333333333,0.26666666666666666,3.783333333333333,0.0,0,1,0,normal
01119/20,2023-03-02,2023-03-02,14,Thursday,CX Sư Vạn Hạnh,1,399700,16000.0,383700.0,0.04003002251688766,37.15,0.2833333333333333,3.4833333333333334,0.0,0,1,0,normal
01579/20,2023-03-02,2023-03-02,14,Thursday,CX Sư Vạn Hạnh,1,378000,8000.0,370000.0,0.021164021164021163,48.733333333333334,0.3,3.1666666666666665,0.0,0,1,0,slow
97211/17,2023-03-02,2023-03-02,14,Thursday,CX Sư Vạn Hạnh,1,1206780,16000.0,1190780.0,0.013258423242015944,55.4,0.31666666666666665,2.85,0.0,0,1,0,slow
12250/13,2023-03-02,2023-03-02,14,Thursday,CX Sư Vạn Hạnh,1,2000000,16000.0,1984000.0,0.008,2.466666666666667,0.2,1.2166666666666666,0.0,0,1,1,very_fast
12242/13+12221/13,2023-03-02,2023-03-02,14,Thursday,CX Sư Vạn Hạnh,1,2233063,24000.0,2209063.0,0.010747569593871735,2.5833333333333335,0.21666666666666667,0.8333333333333334,0.0,0,1,1,very_fast
81414/12,2023-03-03,2023-03-03,13,Friday,CM Lý Thường Kiệt,1,854500,10000.0,844500.0,0.011702750146284377,10.816666666666666,0.16666666666666666,1.75,0.0,0,1,1,very_fast
41258/38,2023-03-03,2023-03-03,13,Friday,CM Lý Thường Kiệt,1,370000,10000.0,360000.0,0.02702702702702703,83.28333333333333,0.16666666666666666,1.4833333333333334,0.0,0,1,0,slow
74310/9,2023-03-03,2023-03-03,13,Friday,CM Lý Thường Kiệt,1,1407200,20000.0,1387200.0,0.014212620807276862,83.0,0.18333333333333332,2.0,0.0,0,1,0,slow
88310/6,2023-03-03,2023-03-03,13,Friday,CM Lý Thường Kiệt,1,553228,10000.0,543228.0,0.01807573007873788,82.3,0.2,1.2,0.0,0,1,0,slow
78503/19,2023-03-03,2023-03-03,13,Friday,CM Lý Thường Kiệt,1,205500,10000.0,195500.0,0.04866180048661801,82.0,0.2,0.95,0.0,0,1,0,slow
41250/38,2023-03-03,2023-03-03,13,Friday,CM Lý Thường Kiệt,1,1590000,20000.0,1570000.0,0.012578616352201259,99.51666666666667,0.21666666666666667,0.6833333333333333,0.0,0,1,0,slow
77816/5,2023-03-03,2023-03-03,12,Friday,CM Lý Thường Kiệt,1,1158268,10000.0,1148268.0,0.008633580483963987,52.18333333333333,0.13333333333333333,1.8,0.0,0,1,0,slow
41192/38,2023-03-03,2023-03-03,12,Friday,CM Lý Thường Kiệt,1,415000,10000.0,405000.0,0.024096385542168676,58.36666666666667,0.16666666666666666,1.5666666666666667,0.0,0,1,0,slow
74286/9,2023-03-03,2023-03-03,12,Friday,CM Lý Thường Kiệt,1,953207,12000.0,941207.0,0.012589080860715458,43.61666666666667,0.16666666666666666,0.7666666666666667,0.0,0,1,0,normal
74285/9,2023-03-03,2023-03-03,12,Friday,CM Lý Thường Kiệt,1,1307900,12000.0,1295900.0,0.009175013380227847,182.46666666666667,0.18333333333333332,0.55,0.0,0,1,0,slow
41102/38,2023-03-03,2023-03-03,10,Friday,CM Lý Thường Kiệt,1,700000,10000.0,690000.0,0.014285714285714285,164.78333333333333,0.1,23.4,0.0,0,1,0,slow
41054/38,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,207000,10000.0,197000.0,0.04830917874396135,229.66666666666666,0.16666666666666666,6.416666666666667,0.0,0,1,0,slow
77746/5,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,1131213,10000.0,1121213.0,0.008840068139245217,7.666666666666667,0.16666666666666666,6.116666666666666,0.0,0,1,1,very_fast
35589/20,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,1001600,10000.0,991600.0,0.009984025559105431,277.55,0.18333333333333332,6.7,71.43333333333334,0,1,0,slow
74236/9,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,1044500,10000.0,1034500.0,0.009573958831977022,44.56666666666667,0.2,5.816666666666666,0.0,0,1,0,normal
77745/5,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,371586,10000.0,361586.0,0.02691167051503555,133.28333333333333,0.21666666666666667,5.35,0.0,0,1,0,slow
74233/9,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,2,1008000,20000.0,988000.0,0.01984126984126984,45.18333333333333,0.21666666666666667,5.6,0.0,1,1,0,slow
88227/6,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,1729872,20000.0,1709872.0,0.011561549062589603,6.95,0.08333333333333333,1.4333333333333333,0.0,0,1,1,very_fast
88226/6,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,2,545523,20000.0,525523.0,0.036662065577436696,148.43333333333334,0.1,1.1333333333333333,0.0,1,1,0,slow
77919/35,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,1047500,10000.0,1037500.0,0.00954653937947494,32.93333333333333,0.1,0.7833333333333333,0.0,0,1,0,normal
67791/22,2023-03-03,2023-03-03,8,Friday,CM Lý Thường Kiệt,1,3864000,32000.0,3832000.0,0.008281573498964804,24.166666666666668,0.06666666666666667,7.733333333333333,0.0,0,1,1,fast
97585/8,2023-03-03,2023-03-03,8,Friday,CM Lý Thường Kiệt,1,844200,10000.0,834200.0,0.011845534233593935,78.06666666666666,0.18333333333333332,9.9,0.0,0,1,0,slow
81185/12,2023-03-02,2023-03-02,15,Thursday,CM Lý Thường Kiệt,1,446700,10000.0,436700.0,0.02238638907544213,14.366666666666667,0.36666666666666664,0.6166666666666667,0.0,0,1,1,very_fast
74104/9,2023-03-02,2023-03-02,15,Thursday,CM Lý Thường Kiệt,1,367200,12000.0,355200.0,0.032679738562091505,38.2,0.11666666666666667,1.05,0.0,0,1,0,normal
94187/4,2023-03-02,2023-03-02,15,Thursday,CM Lý Thường Kiệt,1,463475,10000.0,453475.0,0.021576136792707267,31.083333333333332,9.333333333333334,165.25,,0,1,0,normal
81131/12,2023-03-02,2023-03-02,13,Thursday,CM Lý Thường Kiệt,1,292985,12000.0,280985.0,0.04095772821134188,164.5,0.26666666666666666,91.38333333333334,26.583333333333332,0,1,0,slow
87979/6,2023-03-02,2023-03-02,12,Thursday,CM Lý Thường Kiệt,1,339400,10000.0,329400.0,0.02946375957572186,140.1,0.36666666666666664,1.1666666666666667,0.0,0,1,0,slow
6/87961,2023-03-02,2023-03-02,11,Thursday,CM Lý Thường Kiệt,1,368946,10000.0,358946.0,0.027104237476487075,184.53333333333333,0.25,1.2166666666666666,0.0,0,1,0,slow
6/87959,2023-03-02,2023-03-02,11,Thursday,CM Lý Thường Kiệt,1,334775,10000.0,324775.0,0.029870808752146965,187.51666666666668,0.25,4.4,0.0,0,1,0,slow
10/89349,2023-03-02,2023-03-02,11,Thursday,CM Lý Thường Kiệt,1,2196181,10000.0,2186181.0,0.0045533587623242345,55.95,0.23333333333333334,21.383333333333333,0.0,0,1,0,slow
89305/10,2023-03-02,2023-03-02,10,Thursday,CM Lý Thường Kiệt,1,641300,10000.0,631300.0,0.01559332605644784,97.31666666666666,0.18333333333333332,24.633333333333333,0.0,0,1,0,slow
67788/22,2023-03-02,2023-03-02,10,Thursday,CM Lý Thường Kiệt,1,898200,10000.0,888200.0,0.0111333778668448,98.15,0.25,25.383333333333333,0.0,0,1,0,slow
67789/22,2023-03-02,2023-03-02,10,Thursday,CM Lý Thường Kiệt,1,563200,10000.0,553200.0,0.01775568181818182,97.88333333333334,0.26666666666666666,25.1,0.0,0,1,0,slow
67772/22,2023-03-02,2023-03-02,8,Thursday,CM Lý Thường Kiệt,1,1461400,20000.0,1441400.0,0.01368550704803613,,0.25,,,0,0,0,
89268/10,2023-03-02,2023-03-02,8,Thursday,CM Lý Thường Kiệt,1,561380,10000.0,551380.0,0.017813245929673305,16.95,0.65,0.9666666666666667,0.0,0,1,1,fast
89269/10,2023-03-02,2023-03-02,8,Thursday,CM Lý Thường Kiệt,1,392000,10000.0,382000.0,0.025510204081632654,141.1,0.6833333333333333,1.2333333333333334,0.0,0,1,0,slow
97116/8,2023-03-01,2023-03-01,13,Wednesday,CM Lý Thường Kiệt,1,1710000,30000.0,1680000.0,0.017543859649122806,52.06666666666667,0.26666666666666666,0.65,16.916666666666668,0,1,0,slow
97143/8,2023-03-01,2023-03-01,13,Wednesday,CM Lý Thường Kiệt,1,1605522,20000.0,1585522.0,0.012457007751995925,61.25,0.9333333333333333,10.7,17.15,0,1,0,slow
73791/9,2023-03-01,2023-03-01,12,Wednesday,CM Lý Thường Kiệt,1,902500,10000.0,892500.0,0.0110803324099723,78.53333333333333,0.16666666666666666,0.9666666666666667,0.0,0,1,0,slow
73793/9,2023-03-01,2023-03-01,12,Wednesday,CM Lý Thường Kiệt,1,1704000,20000.0,1684000.0,0.011737089201877934,78.08333333333333,0.2,0.65,0.0,0,1,0,slow
77878/19,2023-03-01,2023-03-01,10,Wednesday,CM Lý Thường Kiệt,1,2155919,20000.0,2135919.0,0.00927678637277189,28.916666666666668,0.18333333333333332,25.966666666666665,0.0,0,1,1,fast
97117/8,2023-03-01,2023-03-01,10,Wednesday,CM Lý Thường Kiệt,1,714000,10000.0,704000.0,0.014005602240896359,297.4,0.2,25.75,0.0,0,1,0,slow
77185/5,2023-03-01,2023-03-01,10,Wednesday,CM Lý Thường Kiệt,1,1335000,12000.0,1323000.0,0.008988764044943821,65.61666666666666,0.18333333333333332,63.516666666666666,0.0,0,1,0,slow
73737/9,2023-03-01,2023-03-01,9,Wednesday,CM Lý Thường Kiệt,1,654350,10000.0,644350.0,0.015282341254680218,108.73333333333333,0.23333333333333334,3.316666666666667,0.0,0,1,0,slow
73738/9,2023-03-01,2023-03-01,9,Wednesday,CM Lý Thường Kiệt,1,370000,10000.0,360000.0,0.02702702702702703,183.25,0.25,2.95,0.0,0,1,0,slow
80858/12,2023-03-01,2023-03-01,9,Wednesday,CM Lý Thường Kiệt,1,534776,10000.0,524776.0,0.018699418074109533,108.23333333333333,0.26666666666666666,2.466666666666667,0.0,0,1,0,slow
67624/22,2023-03-01,2023-03-01,8,Wednesday,CM Lý Thường Kiệt,1,2691705,20000.0,2671705.0,0.007430234739691013,143.56666666666666,0.16666666666666666,0.95,0.0,0,1,0,slow
89037/10,2023-03-01,2023-03-01,8,Wednesday,CM Lý Thường Kiệt,1,1031449,10000.0,1021449.0,0.00969509883668509,71.3,0.2,1.8166666666666667,6.9,0,1,0,slow
8/97787,2023-03-03,2023-03-03,18,Friday,CM Lý Thường Kiệt,1,1335700,10000.0,1325700.0,0.007486711087819121,14.683333333333334,0.25,11.25,1.7833333333333334,0,1,1,very_fast
65462/13,2023-03-03,2023-03-03,18,Friday,CM Lý Thường Kiệt,1,529300,10000.0,519300.0,0.01889287738522577,59.5,0.16666666666666666,56.45,1.5333333333333334,0,1,0,slow
78581/19,2023-03-03,2023-03-03,18,Friday,CM Lý Thường Kiệt,1,442990,10000.0,432990.0,0.022573872999390506,63.61666666666667,0.2833333333333333,0.7333333333333333,5.366666666666666,0,1,0,slow
10/89798,2023-03-03,2023-03-03,18,Friday,CM Lý Thường Kiệt,1,1089800,10000.0,1079800.0,0.009175995595522114,5.85,0.18333333333333332,0.5,3.15,0,1,1,very_fast
19/78579,2023-03-03,2023-03-03,17,Friday,CM Lý Thường Kiệt,1,1080800,10000.0,1070800.0,0.009252405625462621,5.25,0.21666666666666667,2.05,0.0,0,1,1,very_fast
65405/13,2023-03-03,2023-03-03,16,Friday,CM Lý Thường Kiệt,1,590140,10000.0,580140.0,0.01694513166367303,32.833333333333336,0.2,0.9666666666666667,0.0,0,1,0,normal
76608/24,2023-03-03,2023-03-03,15,Friday,CM Lý Thường Kiệt,2,1006800,30000.0,976800.0,0.029797377830750895,128.4,0.36666666666666664,2.2666666666666666,0.0,1,1,0,slow
89749/10,2023-03-03,2023-03-03,15,Friday,CM Lý Thường Kiệt,1,1900700,20000.0,1880700.0,0.010522439101383702,39.15,0.36666666666666664,1.8,0.0,0,1,0,normal
74342/9,2023-03-03,2023-03-03,15,Friday,CM Lý Thường Kiệt,1,1469570,20000.0,1449570.0,0.013609423164599168,50.36666666666667,0.3,17.983333333333334,4.45,0,1,0,slow
76591/24,2023-03-03,2023-03-03,14,Friday,CM Lý Thường Kiệt,1,949500,20000.0,929500.0,0.021063717746182202,74.91666666666667,0.13333333333333333,72.1,2.283333333333333,0,1,0,slow
76595/24,2023-03-03,2023-03-03,14,Friday,CM Lý Thường Kiệt,1,485800,10000.0,475800.0,0.02058460271716756,212.28333333333333,0.15,72.1,3.85,0,1,0,slow
76592/24,2023-03-03,2023-03-03,14,Friday,CM Lý Thường Kiệt,1,231400,10000.0,221400.0,0.043215211754537596,134.31666666666666,0.15,72.1,4.116666666666666,0,1,0,slow
76596/24,2023-03-03,2023-03-03,14,Friday,CM Lý Thường Kiệt,1,1373800,10000.0,1363800.0,0.007279079924297569,78.16666666666667,0.15,72.1,1.7833333333333334,0,1,0,slow
35643/20,2023-03-03,2023-03-03,13,Friday,CM Lý Thường Kiệt,1,903800,10000.0,893800.0,0.011064394777605666,144.95,0.16666666666666666,139.45,1.3666666666666667,0,1,0,slow
41243/38,2023-03-03,2023-03-03,13,Friday,CM Lý Thường Kiệt,1,598000,10000.0,588000.0,0.016722408026755852,144.66666666666666,0.18333333333333332,139.45,0.9833333333333333,0,1,0,slow
41244/38,2023-03-03,2023-03-03,13,Friday,CM Lý Thường Kiệt,2,350000,20000.0,330000.0,0.05714285714285714,144.38333333333333,0.2,140.08333333333334,0.0,1,1,0,slow
41163/38,2023-03-03,2023-03-03,12,Friday,CM Lý Thường Kiệt,1,366000,10000.0,356000.0,0.0273224043715847,9.5,0.23333333333333334,2.85,5.866666666666666,0,1,1,very_fast
41131/38,2023-03-03,2023-03-03,12,Friday,CM Lý Thường Kiệt,1,640000,10000.0,630000.0,0.015625,10.933333333333334,0.25,2.8666666666666667,5.2,0,1,1,very_fast
74265/9,2023-03-03,2023-03-03,12,Friday,CM Lý Thường Kiệt,1,2474700,20000.0,2454700.0,0.008081787691437347,172.9,0.26666666666666666,2.8666666666666667,4.4,0,1,0,slow
41160/38,2023-03-03,2023-03-03,12,Friday,CM Lý Thường Kiệt,1,350000,10000.0,340000.0,0.02857142857142857,10.583333333333334,0.26666666666666666,2.8666666666666667,4.866666666666666,0,1,1,very_fast
81367/12,2023-03-03,2023-03-03,12,Friday,CM Lý Thường Kiệt,1,1267819,12000.0,1255819.0,0.009465073484464265,172.58333333333334,0.2833333333333333,2.8666666666666667,3.966666666666667,0,1,0,slow
77801/5,2023-03-03,2023-03-03,11,Friday,CM Lý Thường Kiệt,1,802200,10000.0,792200.0,0.012465719272001994,45.95,0.26666666666666666,19.033333333333335,14.883333333333333,0,1,0,slow
35509/14,2023-03-03,2023-03-03,11,Friday,CM Lý Thường Kiệt,1,629300,10000.0,619300.0,0.01589067217543302,85.51666666666667,0.13333333333333333,81.18333333333334,0.0,0,1,0,slow
65275/13,2023-03-03,2023-03-03,11,Friday,CM Lý Thường Kiệt,1,613500,10000.0,603500.0,0.016299918500407497,58.916666666666664,0.16666666666666666,28.666666666666668,14.583333333333334,0,1,0,slow
81376/12,2023-03-03,2023-03-03,11,Friday,CM Lý Thường Kiệt,1,788100,10000.0,778100.0,0.01268874508311128,96.88333333333334,0.4,32.8,52.25,0,1,0,slow
41124/38,2023-03-03,2023-03-03,10,Friday,CM Lý Thường Kiệt,1,582000,10000.0,572000.0,0.01718213058419244,147.61666666666667,0.1,1.5833333333333333,0.2833333333333333,0,1,0,slow
94427/4,2023-03-03,2023-03-03,10,Friday,CM Lý Thường Kiệt,1,1770570,20000.0,1750570.0,0.01129579739857786,405.9,0.11666666666666667,1.5166666666666666,0.0,0,1,0,slow
74257/9,2023-03-03,2023-03-03,10,Friday,CM Lý Thường Kiệt,1,342227,10000.0,332227.0,0.02922037127403741,145.38333333333333,0.15,4.466666666666667,0.0,0,1,0,slow
76509/24,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,1300437,10000.0,1290437.0,0.007689722762425247,345.53333333333336,0.11666666666666667,16.766666666666666,21.166666666666668,0,1,0,slow
65218/13,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,234600,10000.0,224600.0,0.042625745950554135,22.016666666666666,0.13333333333333333,8.916666666666666,0.0,0,1,1,fast
74242/9,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,530302,10000.0,520302.0,0.01885717949394873,28.7,0.16666666666666666,3.1166666666666667,0.0,0,1,1,fast
41066/38,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,670000,10000.0,660000.0,0.014925373134328358,41.8,0.16666666666666666,1.6,1.25,0,1,0,normal
89615/10,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,1712393,20000.0,1692393.0,0.011679561876274898,207.2,0.2,1.6,0.95,0,1,0,slow
88239/6,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,3159070,20000.0,3139070.0,0.006330977154668937,87.26666666666667,0.2,1.6,0.5833333333333334,0,1,0,slow
41068/38,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,854000,10000.0,844000.0,0.0117096018735363,5.233333333333333,0.21666666666666667,1.3666666666666667,0.0,0,1,1,very_fast
35441/14,2023-03-03,2023-03-03,9,Friday,CM Lý Thường Kiệt,1,1327500,10000.0,1317500.0,0.007532956685499058,139.45,0.21666666666666667,1.6,0.1,0,1,0,slow
81285/12,2023-03-02,2023-03-02,19,Thursday,CM Lý Thường Kiệt,1,1748900,20000.0,1728900.0,0.01143575962033278,847.85,0.08333333333333333,0.8,0.36666666666666664,0,1,0,slow
